CALL#,TITLE,Title,Permanent Link,Title with Hyperlink,SUBJECT,INDEX/GUIDE,,,INDEX/GUIDE,SERIES
MFF550,"Double Conspiracy, The, or, Treason Discovered But Not Punished: A Matter of Fact, Delineated After the Life, in the Form of a Play (J. Trumbull)","Double Conspiracy, The, or, Treason Discovered But Not Punished: A Matter of Fact, Delineated After the Life, in the Form of a Play (J. Trumbull)",http://library.tufts.edu:80/record=b1337356~S1,"Double Conspiracy, The, or, Treason Discovered But Not Punished: A Matter of Fact, Delineated After the Life, in the Form of a Play (J. Trumbull)",Arts/Humanities,,,,"Authorship attributed to John Trumbull. Cf. Hill, F.P. Amer. plays, 66.;""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).""","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF551,"Rudolph, or The Robbers of Calabria (J.D. Turnbull)","Rudolph, or The Robbers of Calabria (J.D. Turnbull)",http://library.tufts.edu:80/record=b1337885~S1,"Rudolph, or The Robbers of Calabria (J.D. Turnbull)",Arts/Humanities,,,,"Translation and adaptation of: La forêt périlleuse, ou, Les brigands de la Calabre / by Loaisel de Tréogate.;"" First performed at Boston Theater, May 13, 1807 -- Hill, F. P. Amer. plays, 307."";""Libertto only."";""Microfiche. [New Canaan, Conn.] : Readex","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF552,"Wood Daemon, The, or The Clock Has Struck (J.D. Turnbull)","Wood Daemon, The, or The Clock Has Struck (J.D. Turnbull)",http://library.tufts.edu:80/record=b1337357~S1,"Wood Daemon, The, or The Clock Has Struck (J.D. Turnbull)",Arts/Humanities,,,,"As performed at the Boston Theater with unbounded applause. ;"" First performed at the Boston Theater, May 9, 1808 -- Hill, F.P. Amer. plays, 308."";""Based on: The wood daemon / M.G. Lewis."";""Revised by Robert Treat Paine."";""Also published as: One o'clock,","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF553,"Contrast, The: A Comedy, in Five Acts (R. Tyler)","Contrast, The: A Comedy, in Five Acts (R. Tyler)",http://library.tufts.edu:80/record=b1337367~S1,"Contrast, The: A Comedy, in Five Acts (R. Tyler)",Arts/Humanities,,,,"Written by Royall Tyler. Cf. Hill, F.P. Amer. plays, 309.;""Dedication signed: Thomas Wignell."";"" Performed with applause at the theatres in New-York, Philadelphia, and Maryland, and published (under an assignment of copy-right) by Thomas Wignell. "";"" List","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF554,Dialogue Between a Southern Delegate and His Spouse on His Return from the Grand Continental Congress: A Fragment (Mary V.V.),Dialogue Between a Southern Delegate and His Spouse on His Return from the Grand Continental Congress: A Fragment (Mary V.V.),http://library.tufts.edu:80/record=b1337369~S1,Dialogue Between a Southern Delegate and His Spouse on His Return from the Grand Continental Congress: A Fragment (Mary V.V.),Arts/Humanities,,,,"Authorship sometimes attributed to Thomas Jefferson.;""Imperfect: t.p. partially illegible."";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).""","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF555,"Village Wedding, The (Anon.)","Village Wedding, The (Anon.)",http://library.tufts.edu:80/record=b1337370~S1,"Village Wedding, The (Anon.)",Arts/Humanities,,,,"Imperfect: several pages partially illegible.;""Hill, F.P. Amer. plays, 310"";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).""","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF556,"Paul Jones, or The Pilot of the German Ocean (W.H. Wallack)","Paul Jones, or The Pilot of the German Ocean (W.H. Wallack)",http://library.tufts.edu:80/record=b1337578~S1,"Paul Jones, or The Pilot of the German Ocean (W.H. Wallack)",Arts/Humanities,,,,"Performed at the Chatham Theater, New York.;""Hill, F.P. Amer. plays, 311"";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).""","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF557,"Adulateur, The: A Tragedy, as It Is Now Acted in Upper Servia (M.O. Warren)","Adulateur, The: A Tragedy, as It Is Now Acted in Upper Servia (M.O. Warren)",http://library.tufts.edu:80/record=b1337590~S1,"Adulateur, The: A Tragedy, as It Is Now Acted in Upper Servia (M.O. Warren)",Arts/Humanities,,,,"Incomplete: Act V, scene iii omitted.;""Suggested by the discovery of the Hutchinson and Oliver letters, and the Boston massacre ."";""Hill, F.P. Amer. plays, 312"";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF558,"Group, The: A Farce (M.O. Warren)","Group, The: A Farce (M.O. Warren)",http://library.tufts.edu:80/record=b1337586~S1,"Group, The: A Farce (M.O. Warren)",Arts/Humanities,,,,"Incomplete: Act II, scenes ii and iii omitted.;""Hill, F.P. Amer. plays, 313"";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).""","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF559,"Group, The: As Lately Acted, and to Be Re-Acted, to the Wonder of All Superior Intelligences, Nigh Head-Quarters at  Amboyne (M.O. Warren)","Group, The: As Lately Acted, and to Be Re-Acted, to the Wonder of All Superior Intelligences, Nigh Head-Quarters at  Amboyne (M.O. Warren)",http://library.tufts.edu:80/record=b1337712~S1,"Group, The: As Lately Acted, and to Be Re-Acted, to the Wonder of All Superior Intelligences, Nigh Head-Quarters at  Amboyne (M.O. Warren)",Arts/Humanities,,,,"A political satire in two acts in verse, published the day before the battle of Lexington.;""At head of title: As the great business of the polite world is the eager pursuit of amusement, and as the Public diversions of the season have been interrupted by","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF560,Ladies of Castile (M.O. Warren),Ladies of Castile (M.O. Warren),http://library.tufts.edu:80/record=b1337626~S1,Ladies of Castile (M.O. Warren),Arts/Humanities,,,,"Has its own t.p.;""Detached from: Poems, dramatic and miscellaneous / by M. Warren."";""Hill, F.P. Amer. plays, 315"";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF561,"Motley Assembly, The (M.O. Warren)","Motley Assembly, The (M.O. Warren)",http://library.tufts.edu:80/record=b1337593~S1,"Motley Assembly, The (M.O. Warren)",Arts/Humanities,,,,"Authorship attributed to Warren. Cf. Hill, F.P. Amer. plays, 314.;""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).""","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF562,"Sack of Rome, The (M.O. Warren)","Sack of Rome, The (M.O. Warren)",http://library.tufts.edu:80/record=b1337631~S1,"Sack of Rome, The (M.O. Warren)",Arts/Humanities,,,,"Has its own t.p.;""Detached from: Poems, dramatic and miscellaneous / by M. Warren."";""Hill, F.P. Amer. plays, 315"";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF563,"Sans Souci, Alias Free and Easy (M.O. Warren)","Sans Souci, Alias Free and Easy (M.O. Warren)",http://library.tufts.edu:80/record=b1337594~S1,"Sans Souci, Alias Free and Easy (M.O. Warren)",Arts/Humanities,,,,"The attribution of this play to Mrs. Warren is doubtful . Cf. Hill, F.P. Amer. plays, 316.;""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).""","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF564,"Child of Feeling, The: A Comedy in Five Acts (G. Watterston)","Child of Feeling, The: A Comedy in Five Acts (G. Watterston)",http://library.tufts.edu:80/record=b1337640~S1,"Child of Feeling, The: A Comedy in Five Acts (G. Watterston)",Arts/Humanities,,,,"Hill, F.P. Amer. plays, 317;""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 2 microfiches : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).""","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF565,"Owl and the Swallow, The (A.M.F. Wells)","Owl and the Swallow, The (A.M.F. Wells)",http://library.tufts.edu:80/record=b1337637~S1,"Owl and the Swallow, The (A.M.F. Wells)",Arts/Humanities,,,,"Caption title.;""Detached from: Poems and juvenile sketches / by Anna Maria Wells."";""Sabin 102583"";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).""","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF566,"Pedlar, The (A. Wetmore)","Pedlar, The (A. Wetmore)",http://library.tufts.edu:80/record=b1337641~S1,"Pedlar, The (A. Wetmore)",Arts/Humanities,,,,"Hill, F.P. Amer. plays, 318;""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).""","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF567,"Foscari, or, The Venetian Exile: A Tragedy in Five Acts (J.B. White)","Foscari, or, The Venetian Exile: A Tragedy in Five Acts (J.B. White)",http://library.tufts.edu:80/record=b1337643~S1,"Foscari, or, The Venetian Exile: A Tragedy in Five Acts (J.B. White)",Arts/Humanities,,,,"As performed at the Charleston Theatre. ;""Imperfect: p. 24 partially illegible."";""Hill, F.P. Amer. plays, 319"";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-183","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF568,Modern Honor (J.B. White),Modern Honor (J.B. White),http://library.tufts.edu:80/record=b1337646~S1,Modern Honor (J.B. White),Arts/Humanities,,,,"As performed at the Charleston Theatre, South-Carolina. ;""Imperfect: t.p. partially illegible."";""Hill, F.P. Amer. plays, 320"";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF569,"Mysteries of the Castle, The, or The Victim of Revenge","Mysteries of the Castle, The, or The Victim of Revenge",http://library.tufts.edu:80/record=b1337651~S1,"Mysteries of the Castle, The, or The Victim of Revenge",Arts/Humanities,,,,"As performed at the Charleston Theatre. ;""Hill, F.P. Amer. plays, 321"";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).""","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF570,"Clergyman's Daughter, The: A Tragedy in Five Acts (W.C. White)","Clergyman's Daughter, The: A Tragedy in Five Acts (W.C. White)",http://library.tufts.edu:80/record=b1337652~S1,"Clergyman's Daughter, The: A Tragedy in Five Acts (W.C. White)",Arts/Humanities,,,,"As performed at the Boston Theatre. ;""Based on: The man of the world / Henry Mackenzie."";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).""","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF571,"Orlando, or Parental Persecution (W.C. White)","Orlando, or Parental Persecution (W.C. White)",http://library.tufts.edu:80/record=b1337676~S1,"Orlando, or Parental Persecution (W.C. White)",Arts/Humanities,,,,"Adapted for theatrical representation, as performed at the Theatre, Federal-Street Boston. ;""Imperfect: p. 62-64 wanting."";""Hill, F.P. Amer. plays, 323"";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of Engli","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF572,"Poor Lodger, The (W.C. White)","Poor Lodger, The (W.C. White)",http://library.tufts.edu:80/record=b1337726~S1,"Poor Lodger, The (W.C. White)",Arts/Humanities,,,,"As performed at the Boston Theatre. ;""Based on: Evalina / Fanny Burney."";""Hill, F.P. Amer. plays, 324"";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, Amer","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF573,Wilhelmina (Anon.),Wilhelmina (Anon.),http://library.tufts.edu:80/record=b1337720~S1,Wilhelmina (Anon.),Arts/Humanities,,,,"Incorrect header on fiche: Williamson, J.B. Preservation, or, The novel of the rocks. Charleston : T.C. Cox, 1800.;""Hill, F.P. Amer. plays, 325"";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and A","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF574,"Preservation, or The Hovel of the Rocks (J.B. Williamson)","Preservation, or The Hovel of the Rocks (J.B. Williamson)",http://library.tufts.edu:80/record=b1337678~S1,"Preservation, or The Hovel of the Rocks (J.B. Williamson)",Arts/Humanities,,,,"Performed in London, and at Boston (Massachusetts) with the most flattering success. ;""Hill, F.P. Amer. plays, 326"";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 17","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF575,"Hypocrite Unmask'd, The: A Comedy in Five Acts (W. Winstanley)","Hypocrite Unmask'd, The: A Comedy in Five Acts (W. Winstanley)",http://library.tufts.edu:80/record=b1337677~S1,"Hypocrite Unmask'd, The: A Comedy in Five Acts (W. Winstanley)",Arts/Humanities,,,,"Hill, F.P. Amer. plays, 327;""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).""","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF576,"Deed of Gift, Libretto (S. Woodworth)","Deed of Gift, Libretto (S. Woodworth)",http://library.tufts.edu:80/record=b1337680~S1,"Deed of Gift, Libretto (S. Woodworth)",Arts/Humanities,,,,"Libretto only.;"" As performed at the Boston Theatre. "";""Includes titles of airs (popular and borrowed) to be sung."";""Hill, F.P. Amer. plays, 328"";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
