FileName,"Error","NameError","TemplateField.Name","DocumentField.Name","RegonitionTypeError","TemplateField.RecognitionFieldType","DocumentField.RecognitionFieldType","FormFieldGroupError","TemplateField.FormFieldGroup","DocumentField.FormFieldGroup","LabelAreaError","TemplateField.LabelArea","DocumentField.LabelArea","LabelTextError","TemplateField.LabelText","DocumentField.LabelText","DataAreaError","TemplateField.DataArea","DocumentField.DataArea","DataTextError","TemplateField.DataText","DocumentField.DataText","DocumentField.Validation"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4775~PO# DPWA12936006~MUNICIPAL WATER WORKS INC~10_15_2011~~_002.tif","","","Purchase Order","Purchase Order","","GeneralText","GeneralText","","CustomerFormFieldGroup","CustomerFormFieldGroup","","{X=1007,Y=1001,Width=248,Height=31}","{X=1007,Y=1001,Width=248,Height=31}","","Customer PO","Customer PO","","{X=935,Y=1069,Width=385,Height=30}","{X=935,Y=1069,Width=385,Height=30}","","~DPWA12936006 REL1","~DPWA12936006 REL1","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4775~PO# DPWA12936006~MUNICIPAL WATER WORKS INC~10_15_2011~~_002.tif","","","Total Due","Total Due","","Currency","Currency","","SummaryFormFieldGroup","SummaryFormFieldGroup","","{X=921,Y=2822,Width=128,Height=30}","{X=921,Y=2822,Width=128,Height=30}","","TOTAL","TOTAL","","{X=2250,Y=2827,Width=149,Height=38}","{X=2250,Y=2827,Width=149,Height=38}","","~3,816.30","~3,816.30","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4776~PO# DPWA12936006~MUNICIPAL WATER WORKS INC~10_15_2011~$585.31~_001.tif","","","Invoice Date","Invoice Date","","Date","Date","","CustomerFormFieldGroup","CustomerFormFieldGroup","","{X=1702,Y=284,Width=220,Height=30}","{X=1702,Y=284,Width=220,Height=30}","","Invoice Date:","Invoice Date:","DIFF","{X=2009,Y=272,Width=237,Height=54}","{X=2017,Y=283,Width=215,Height=34}","","~10/15/2011","~Oct 15, 2011","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4776~PO# DPWA12936006~MUNICIPAL WATER WORKS INC~10_15_2011~$585.31~_001.tif","","","Invoice Number","Invoice Number","","GeneralText","GeneralText","","CustomerFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=1692,Y=224,Width=294,Height=45}","{X=1701,Y=231,Width=276,Height=30}","","Invoice Number","Invoice Number","DIFF","{X=2005,Y=224,Width=115,Height=45}","{X=2018,Y=231,Width=93,Height=30}","DIFF","~I4776","~14776","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4776~PO# DPWA12936006~MUNICIPAL WATER WORKS INC~10_15_2011~$585.31~_001.tif","Error template/document field mis-matched","ERROR","Purchase Order","Terms","","GeneralText","GeneralText","DIFF","UnknownFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=1834,Y=1000,Width=306,Height=46}","{X=1843,Y=1002,Width=285,Height=39}","DIFF","Payment Terms","Payme t Terms","DIFF","{X=1875,Y=1066,Width=225,Height=37}","{X=1883,Y=1069,Width=207,Height=37}","","~Net 30 Days","~Net 30 Days","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4776~PO# DPWA12936006~MUNICIPAL WATER WORKS INC~10_15_2011~$585.31~_001.tif","","","Purchase Order","Purchase Order","","GeneralText","GeneralText","","CustomerFormFieldGroup","CustomerFormFieldGroup","","{X=1004,Y=1003,Width=247,Height=31}","{X=1004,Y=1003,Width=247,Height=31}","","Customer PO","Customer PO","","{X=932,Y=1070,Width=390,Height=30}","{X=932,Y=1070,Width=390,Height=30}","","~DPWA12936006 REL2","~DPWA12936006 REL2","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4800~PO# DPWA12940001~MUNICIPAL WATER WORKS INC~10_26_2011~$6,773.71~4600_001.tif","","","Invoice Number","Invoice Number","","GeneralText","GeneralText","","CustomerFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=1704,Y=289,Width=290,Height=50}","{X=1718,Y=302,Width=268,Height=28}","DIFF","Invoice Number:","invoice Number:","DIFF","{X=2009,Y=297,Width=111,Height=42}","{X=2023,Y=302,Width=89,Height=28}","","~l4800","~l4800","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4800~PO# DPWA12940001~MUNICIPAL WATER WORKS INC~10_26_2011~$6,773.71~4600_001.tif","","","Invoice Date","Invoice Date","","Date","Date","","CustomerFormFieldGroup","CustomerFormFieldGroup","","{X=1718,Y=354,Width=212,Height=28}","{X=1718,Y=354,Width=212,Height=28}","","Invoice Date:","Invoice Date:","DIFF","{X=2005,Y=342,Width=229,Height=45}","{X=2022,Y=354,Width=203,Height=33}","","~10/26/2011","~Oct 26, 2011","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4800~PO# DPWA12940001~MUNICIPAL WATER WORKS INC~10_26_2011~$6,773.71~4600_001.tif","","","Purchase Order","Purchase Order","","GeneralText","GeneralText","","CustomerFormFieldGroup","CustomerFormFieldGroup","","{X=1053,Y=1058,Width=231,Height=27}","{X=1053,Y=1058,Width=231,Height=27}","","Customer PO","Customer PO","","{X=1033,Y=1124,Width=269,Height=28}","{X=1033,Y=1124,Width=269,Height=28}","","~DPWA12940001","~DPWA12940001","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4800~PO# DPWA12940001~MUNICIPAL WATER WORKS INC~10_26_2011~$6,773.71~4600_001.tif","","","Total Due","Total Due","DIFF","GeneralText","Currency","DIFF","UnknownFormFieldGroup","SummaryFormFieldGroup","DIFF","{X=964,Y=2827,Width=131,Height=45}","{X=974,Y=2837,Width=119,Height=29}","","TOTAL","TOTAL","DIFF","{X=2229,Y=2839,Width=159,Height=37}","{X=2240,Y=2841,Width=139,Height=32}","DIFF","~6,773.71","~6,773.71)","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4800~PO# DPWA12940001~MUNICIPAL WATER WORKS INC~10_26_2011~$6,773.71~4600_002.tif","","","Invoice Date","Invoice Date","","Date","Date","","CustomerFormFieldGroup","CustomerFormFieldGroup","","{X=1715,Y=350,Width=213,Height=28}","{X=1715,Y=350,Width=213,Height=28}","","Invoice Date:","Invoice Date:","DIFF","{X=2009,Y=346,Width=221,Height=33}","{X=2019,Y=350,Width=202,Height=33}","","~10/26/2011","~Oct 26, 2011","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4800~PO# DPWA12940001~MUNICIPAL WATER WORKS INC~10_26_2011~$6,773.71~4600_002.tif","","","Invoice Number","Invoice Number","","GeneralText","GeneralText","","CustomerFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=1700,Y=293,Width=298,Height=37}","{X=1715,Y=298,Width=268,Height=28}","DIFF","Invoice Number","Invoice Number:","DIFF","{X=2009,Y=293,Width=115,Height=41}","{X=2020,Y=298,Width=89,Height=28}","DIFF","~I4800","~|4800","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4800~PO# DPWA12940001~MUNICIPAL WATER WORKS INC~10_26_2011~$6,773.71~4600_002.tif","","","Purchase Order","Purchase Order","","GeneralText","GeneralText","","CustomerFormFieldGroup","CustomerFormFieldGroup","","{X=1051,Y=1056,Width=232,Height=27}","{X=1051,Y=1056,Width=232,Height=27}","","Cus mer PO","Cus mer PO","","{X=1031,Y=1121,Width=269,Height=28}","{X=1031,Y=1121,Width=269,Height=28}","","~DPWA12940001","~DPWA12940001","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4800~PO# DPWA12940001~MUNICIPAL WATER WORKS INC~10_26_2011~$6,773.71~4600_003.tif","","","Invoice Number","Invoice Number","","GeneralText","GeneralText","","CustomerFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=1704,Y=293,Width=286,Height=41}","{X=1716,Y=297,Width=266,Height=27}","DIFF","Invoice Number.","invoice Number.","DIFF","{X=1997,Y=285,Width=123,Height=49}","{X=2019,Y=297,Width=89,Height=27}","DIFF","~I4800","~14800","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4800~PO# DPWA12940001~MUNICIPAL WATER WORKS INC~10_26_2011~$6,773.71~4600_003.tif","","","Invoice Date","Invoice Date","","Date","Date","","CustomerFormFieldGroup","CustomerFormFieldGroup","","{X=1716,Y=348,Width=211,Height=28}","{X=1716,Y=348,Width=211,Height=28}","","Invoice Date:","Invoice Date:","DIFF","{X=2001,Y=338,Width=233,Height=49}","{X=2018,Y=348,Width=204,Height=32}","","~10/26/2011","~Oct 26, 2011","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4800~PO# DPWA12940001~MUNICIPAL WATER WORKS INC~10_26_2011~$6,773.71~4600_003.tif","","","Purchase Order","Purchase Order","","GeneralText","GeneralText","","CustomerFormFieldGroup","CustomerFormFieldGroup","","{X=1053,Y=1055,Width=230,Height=28}","{X=1053,Y=1055,Width=230,Height=28}","","Customer PO","Customer PO","","{X=1034,Y=1121,Width=267,Height=28}","{X=1034,Y=1121,Width=267,Height=28}","","~DPWA12940001","~DPWA12940001","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4800~PO# DPWA12940001~MUNICIPAL WATER WORKS INC~10_26_2011~$6,773.71~4600_004.tif","","","Invoice Number","Invoice Number","","GeneralText","GeneralText","","CustomerFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=1696,Y=289,Width=298,Height=45}","{X=1713,Y=296,Width=267,Height=28}","","Invoice Number:","Invoice Number:","DIFF","{X=2005,Y=289,Width=107,Height=45}","{X=2017,Y=297,Width=89,Height=28}","","~I4800","~I4800","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4800~PO# DPWA12940001~MUNICIPAL WATER WORKS INC~10_26_2011~$6,773.71~4600_004.tif","","","Invoice Date","Invoice Date","","Date","Date","","CustomerFormFieldGroup","CustomerFormFieldGroup","","{X=1713,Y=348,Width=212,Height=28}","{X=1713,Y=348,Width=212,Height=28}","","Invoice Date:","Invoice Date:","DIFF","{X=2001,Y=338,Width=241,Height=53}","{X=2016,Y=348,Width=203,Height=34}","","~10/26/2011","~Oct 26, 2011","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4800~PO# DPWA12940001~MUNICIPAL WATER WORKS INC~10_26_2011~$6,773.71~4600_004.tif","","","Purchase Order","Purchase Order","","GeneralText","GeneralText","","CustomerFormFieldGroup","CustomerFormFieldGroup","","{X=1049,Y=1052,Width=229,Height=28}","{X=1049,Y=1052,Width=229,Height=28}","","Customer PO","Customer PO","","{X=1029,Y=1117,Width=266,Height=29}","{X=1029,Y=1117,Width=266,Height=29}","","~DPWA12940001","~DPWA12940001","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4800~PO# DPWA12940001~MUNICIPAL WATER WORKS INC~10_26_2011~$6,773.71~4600_005.tif","","","Invoice Number","Invoice Number","","GeneralText","GeneralText","","CustomerFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=1696,Y=281,Width=306,Height=53}","{X=1719,Y=294,Width=269,Height=29}","","Invoice Number:","Invoice Number:","DIFF","{X=2013,Y=289,Width=111,Height=37}","{X=2024,Y=295,Width=89,Height=27}","DIFF","~I4800","~l4800","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4800~PO# DPWA12940001~MUNICIPAL WATER WORKS INC~10_26_2011~$6,773.71~4600_005.tif","","","Invoice Date","Invoice Date","","Date","Date","","CustomerFormFieldGroup","CustomerFormFieldGroup","","{X=1719,Y=347,Width=213,Height=28}","{X=1719,Y=347,Width=213,Height=28}","","Invoice Date:","Invoice Date:","DIFF","{X=2005,Y=338,Width=229,Height=45}","{X=2023,Y=347,Width=202,Height=32}","","~10/26/2011","~Oct 26, 2011","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4800~PO# DPWA12940001~MUNICIPAL WATER WORKS INC~10_26_2011~$6,773.71~4600_005.tif","","","Purchase Order","Purchase Order","","GeneralText","GeneralText","","CustomerFormFieldGroup","CustomerFormFieldGroup","","{X=1057,Y=1053,Width=229,Height=27}","{X=1057,Y=1053,Width=229,Height=27}","DIFF","Customer PO","C:ustom r PO","","{X=1037,Y=1118,Width=267,Height=28}","{X=1037,Y=1118,Width=267,Height=28}","","~DPWA12940001","~DPWA12940001","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4802~PO# DPWA12936006~MUNICIPAL WATER WORKS INC~10_26_2011~$252.60~_001.tif","","","Invoice Number","Invoice Number","","GeneralText","GeneralText","","CustomerFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=1704,Y=203,Width=294,Height=50}","{X=1723,Y=216,Width=280,Height=33}","","Invoice Number","Invoice Number","DIFF","{X=2021,Y=207,Width=119,Height=46}","{X=2044,Y=218,Width=95,Height=31}","DIFF","~I4802","~14802","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4802~PO# DPWA12936006~MUNICIPAL WATER WORKS INC~10_26_2011~$252.60~_001.tif","","","Invoice Date","Invoice Date","","Date","Date","","CustomerFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=1704,Y=256,Width=253,Height=50}","{X=1724,Y=270,Width=225,Height=32}","","Invoice Date:","Invoice Date:","DIFF","{X=2017,Y=252,Width=245,Height=58}","{X=2044,Y=270,Width=217,Height=39}","","~10/26/2011","~Oct 26, 2011","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4802~PO# DPWA12936006~MUNICIPAL WATER WORKS INC~10_26_2011~$252.60~_001.tif","","","Purchase Order","Purchase Order","","GeneralText","GeneralText","","CustomerFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=1005,Y=998,Width=251,Height=33}","{X=1010,Y=996,Width=251,Height=34}","","Customer PO","Customer PO","DIFF","{X=931,Y=1066,Width=397,Height=32}","{X=936,Y=1064,Width=397,Height=34}","","~DPWA12936006 REL3","~DPWA12936006 REL3","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4802~PO# DPWA12936006~MUNICIPAL WATER WORKS INC~10_26_2011~$252.60~_001.tif","Field Error","","Total Due","Total Due","DIFF","GeneralText","Currency","DIFF","UnknownFormFieldGroup","SummaryFormFieldGroup","DIFF","{X=915,Y=2843,Width=147,Height=46}","{X=914,Y=2848,Width=132,Height=33}","","TOTAL","TOTAL","DIFF","{X=2298,Y=2847,Width=131,Height=46}","{X=0,Y=0,Width=0,Height=0}","ERROR","~252.60 ","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4803~PO# DPWA12936006~MUNICIPAL WATER WORKS INC~10_26_2011~$457.84~_001.tif","Error template/document field mis-matched","ERROR","Invoice Number","Customer Phone","DIFF","GeneralText","UnitedStatesPhoneNumber","","CustomerFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=1696,Y=211,Width=306,Height=46}","{X=1730,Y=220,Width=269,Height=32}","DIFF","Invoice Number","nvoice Number","DIFF","{X=2021,Y=216,Width=111,Height=45}","{X=2040,Y=220,Width=217,Height=139}","DIFF","~I4803","~ßi 23. 20„","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4803~PO# DPWA12936006~MUNICIPAL WATER WORKS INC~10_26_2011~$457.84~_001.tif","ERROR no document field","","Invoice Date","","","Date","GeneralText","","CustomerFormFieldGroup","UnknownFormFieldGroup","","{X=1706,Y=270,Width=228,Height=31}","{X=0,Y=0,Width=0,Height=0}","","Invoice Date:","","","{X=2021,Y=256,Width=237,Height=54}","{X=0,Y=0,Width=0,Height=0}","","~10/26/2011","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4803~PO# DPWA12936006~MUNICIPAL WATER WORKS INC~10_26_2011~$457.84~_001.tif","","","Purchase Order","Purchase Order","","GeneralText","GeneralText","","CustomerFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=1002,Y=1004,Width=251,Height=32}","{X=1007,Y=1001,Width=251,Height=33}","","Customer PO","Customer PO","DIFF","{X=928,Y=1071,Width=397,Height=31}","{X=932,Y=1068,Width=397,Height=33}","","~DPWA12936006 REL4","~DPWA12936006 REL4","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4803~PO# DPWA12936006~MUNICIPAL WATER WORKS INC~10_26_2011~$457.84~_001.tif","","","Total Due","Total Due","","Currency","Currency","","SummaryFormFieldGroup","SummaryFormFieldGroup","DIFF","{X=924,Y=2855,Width=133,Height=33}","{X=912,Y=2852,Width=133,Height=33}","","TOTAL","TOTAL","DIFF","{X=2303,Y=2858,Width=118,Height=32}","{X=2291,Y=2867,Width=118,Height=32}","","~457.84","~457.84","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4830~PO# DPWA12936006~MUNICIPAL WATER WORKS INC~11_03_2011~~_001.tif","Field Error","","Invoice Number","Invoice Number","","GeneralText","GeneralText","","CustomerFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=1696,Y=216,Width=298,Height=53}","{X=1707,Y=229,Width=274,Height=30}","","Invoice Number:","Invoice Number:","DIFF","{X=2013,Y=224,Width=103,Height=45}","{X=0,Y=0,Width=0,Height=0}","ERROR","~I4830","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4830~PO# DPWA12936006~MUNICIPAL WATER WORKS INC~11_03_2011~~_001.tif","","","Invoice Date","Invoice Date","","Date","Date","","CustomerFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=1703,Y=280,Width=220,Height=30}","{X=1707,Y=282,Width=220,Height=29}","","Invoice Date:","Invoice Date:","DIFF","{X=2013,Y=277,Width=217,Height=41}","{X=2024,Y=282,Width=201,Height=34}","","~11/3/2011","~Nov 3, 2011","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4830~PO# DPWA12936006~MUNICIPAL WATER WORKS INC~11_03_2011~~_001.tif","","","Purchase Order","Purchase Order","","GeneralText","GeneralText","","CustomerFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=1004,Y=1003,Width=247,Height=38}","{X=1002,Y=1002,Width=250,Height=42}","","Customer PO","Customer PO","DIFF","{X=930,Y=1066,Width=386,Height=35}","{X=931,Y=1065,Width=386,Height=35}","","~DPWA12936006 REL1","~DPWA12936006 REL1","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4830~PO# DPWA12936006~MUNICIPAL WATER WORKS INC~11_03_2011~~_001.tif","Field Error","","Total Due","Total Due","DIFF","GeneralText","Currency","DIFF","UnknownFormFieldGroup","SummaryFormFieldGroup","DIFF","{X=915,Y=2814,Width=156,Height=42}","{X=915,Y=2822,Width=142,Height=40}","DIFF","TOTAL","TOTAL(-","DIFF","{X=2265,Y=2822,Width=144,Height=38}","{X=0,Y=0,Width=0,Height=0}","ERROR","~477.12","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4831~PO# DPWA12936006~MUNICIPAL WATER WORKS INC~11_03_2011~$55.50~_001.tif","","","Invoice Number","Invoice Number","","GeneralText","GeneralText","","CustomerFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=1680,Y=220,Width=306,Height=49}","{X=1699,Y=227,Width=275,Height=30}","","Invoice Number","Invoice Number","DIFF","{X=2005,Y=228,Width=119,Height=33}","{X=2015,Y=229,Width=89,Height=31}","DIFF","~I4831","~14831","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4831~PO# DPWA12936006~MUNICIPAL WATER WORKS INC~11_03_2011~$55.50~_001.tif","","","Invoice Date","Invoice Date","","Date","Date","","CustomerFormFieldGroup","CustomerFormFieldGroup","","{X=1699,Y=281,Width=220,Height=30}","{X=1699,Y=281,Width=220,Height=30}","","Invoice Date:","Invoice Date:","DIFF","{X=1997,Y=268,Width=241,Height=50}","{X=2015,Y=281,Width=202,Height=35}","","~11/3/2011","~Nov 3, 2011","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4831~PO# DPWA12936006~MUNICIPAL WATER WORKS INC~11_03_2011~$55.50~_001.tif","","","Purchase Order","Purchase Order","","GeneralText","GeneralText","","CustomerFormFieldGroup","CustomerFormFieldGroup","","{X=997,Y=1002,Width=247,Height=32}","{X=997,Y=1002,Width=247,Height=32}","","Customer PO","Customer PO","DIFF","{X=911,Y=1053,Width=408,Height=54}","{X=924,Y=1066,Width=391,Height=34}","","~DPWA12936006 REL4","~DPWA12936006 REL4","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4831~PO# DPWA12936006~MUNICIPAL WATER WORKS INC~11_03_2011~$55.50~_001.tif","Field Error","","Total Due","Total Due","DIFF","GeneralText","Currency","DIFF","UnknownFormFieldGroup","SummaryFormFieldGroup","DIFF","{X=891,Y=2810,Width=167,Height=54}","{X=907,Y=2822,Width=143,Height=32}","DIFF","TOTAL","TOTAL -","DIFF","{X=2278,Y=2822,Width=110,Height=50}","{X=0,Y=0,Width=0,Height=0}","ERROR","~55.50","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4832~PO# DPWA12936006~MUNICIPAL WATER WORKS INC~11_03_2011~$308.01~_001.tif","","","Invoice Number","Invoice Number","","GeneralText","GeneralText","","CustomerFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=1696,Y=216,Width=298,Height=45}","{X=1709,Y=221,Width=275,Height=30}","","Invoice Number:","Invoice Number:","DIFF","{X=2009,Y=220,Width=123,Height=33}","{X=2027,Y=222,Width=92,Height=29}","DIFF","~I4832","~14832","Unvalidated"
